Gene	Chrom	Start	End	Coding
PF3D7_0108400	1	344373	347320	1
PF3D7_0108500	1	347246	350568	1
PF3D7_0108600	1	348892	351747	1
PSOP24	1	351787	356984	1
PF3D7_0108800	1	357279	360804	1
PF3D7_0108900	1	361987	362586	0
PHIL1	1	362217	365209	1
CCp5	1	365266	369336	1
CFIM25	1	369251	370907	1
PF3D7_0109300	1	371146	373063	1
PF3D7_0109400	1	373864	375683	1
PF3D7_0109500	1	376164	377704	1
CoSP	1	377795	378599	1
RRP36	1	378653	380086	1
cPheRS	1	380254	382568	1
PF3D7_0109850	1	383092	386632	1
C2AP3	1	386708	388186	1
PF3D7_0110000	1	388192	389559	1
SELB	1	388887	392185	1
ERV1	1	392323	393620	1
PF3D7_0110300	1	393216	393490	0
RPB9	1	393695	395222	1
BDP3	1	396580	403838	1
PIP5K	1	405007	412453	1
CAF1C	1	413076	417001	1
PF3D7_0110800	1	417254	420218	1
AKLP1	1	419727	420942	1
PF3D7_0111000	1	421025	428878	1
PF3D7_0111200	1	429849	430879	1
PF3D7_0111300	1	431167	436457	1
GEXP19	1	436179	439368	1
PF3D7_0111500	1	439395	442195	1
PF3D7_0111600	1	442380	443473	1
PF3D7_0111700	1	443476	444682	1
PF3D7_0111800	1	444710	449954	1
PF3D7_0111900	1	449966	450646	1
TatD	1	450831	453195	1
PIMMS1	1	454847	455338	1
MRP1	1	463764	471891	1
PF3D7_0112300	1	473739	475887	0
PF3D7_0112500	1	476287	476428	0
PF3D7_0112700	1	477279	481382	0
PF3D7_0112800	1	481231	483218	1
PF3D7_0112900	1	483603	487841	1
GARP	1	487239	490901	1
SURF1.1	1	494941	500347	1
PF3D7_0113200	1	500888	503795	1
PF3D7_0113300	1	504339	507459	1
PF3D7_0113400	1	507977	510158	1
SURF1.2	1	512086	517855	0
PF3D7_0113800	1	526530	536562	1
CBP1	1	536783	538156	1
PF3D7_0114500	1	557700	558946	1
PF3D7_0114600	1	560474	561534	0
PF3D7_0114750	1	566515	566691	1
PF3D7_0114800	1	569485	570272	1
PF3D7_0114900	1	572135	572853	0
SURF1.3	1	577704	583789	1
PF3D7_0115050	1	584722	584867	0
PF3D7_0115100	1	587391	588394	1
PF3D7_0115150	1	589386	589994	0
PF3D7_0115400	1	598465	599472	1
PF3D7_0115500	1	600692	601992	0
PF3D7_0200300	2	35927	37249	1
PF3D7_0200400	2	38287	39303	1
PF3D7_0200800	2	51842	53055	0
PF3D7_0200900	2	54254	55255	0
PF3D7_0201100	2	60107	60319	1
PF3D7_0201300	2	66529	67545	1
PF3D7_0201400	2	69088	69771	1
PF3D7_0201500	2	72155	76714	1
RLP1	2	76725	79448	1
PF3D7_0201700	2	80851	84937	1
KAHsp40	2	86183	89482	1
EMP3	2	90205	100157	1
KAHRP	2	102137	106662	1
LSAP2	2	108217	111658	1
PF3D7_0202300	2	117033	118455	1
PTEF	2	118835	125090	1
ETRAMP2	2	127203	129089	1
PF3D7_0202600	2	129336	134329	1
OPP	2	134779	137615	1
PF3D7_0202800	2	137155	141252	1
DHHC12	2	138621	141266	1
ROPE	2	141269	148515	1
PF3D7_0203100	2	148914	157296	1
PF3D7_0203200	2	157937	159891	1
ERCC1	2	160393	161450	1
PF3D7_0203400	2	161491	163864	1
PF3D7_0203500	2	164269	164340	0
PF3D7_0203600	2	165912	168559	1
MAK16	2	168580	170767	1
PF3D7_0203800	2	171277	175196	1
PF3D7_0203900	2	176370	178737	1
CAPH2	2	178955	181941	1
PF3D7_0204100	2	181749	189877	1
SEC66	2	192755	194248	1
PF3D7_0204300	2	194272	197151	1
PF3D7_0204400	2	197153	198043	1
AspAT	2	198353	199613	1
PF3D7_0204600	2	199889	204454	1
HT1	2	204784	207425	1
PF3D7_0204800	2	209149	211029	1
COQ5	2	211067	212635	1
PF3D7_0205000	2	212672	214714	1
PF3D7_0205100	2	214838	217843	1
PF3D7_0205200	2	217882	218907	1
PF3D7_0205300	2	219690	222256	1
PF3D7_0205400	2	222830	225455	1
PF3D7_0205500	2	225212	226438	1
PF3D7_0205600	2	227756	230583	1
PF3D7_0205700	2	230768	232631	1
PH1	2	232642	233918	1
RPN1	2	234461	239124	1
RAD2	2	239146	244604	1
SufE	2	244645	248513	1
PAT	2	248880	251521	1
AROM	2	252394	262443	0
PF3D7_0206500	2	262727	268003	1
PF3D7_0206600	2	268187	270646	1
ADSL	2	271374	274711	1
MSP2	2	271576	274917	1
MSP5	2	274946	276712	1
MSP4	2	276725	279258	1
PF3D7_0207100	2	281275	287696	1
ISCA1	2	287423	288941	1
SERA8	2	290168	292703	1
SERA7	2	293896	297980	1
SERA6	2	298380	302820	1
SERA5	2	303409	307376	1
SERA4	2	308628	312348	1
SERA3	2	312990	316944	1
SERA2	2	317422	321552	1
SERA1	2	322329	326390	1
PF3D7_0208100	2	327442	335433	1
KRR1	2	335421	337000	1
PF3D7_0208300	2	337310	343223	1
PF3D7_0208400	2	342081	351139	1
ACP	2	351650	354043	1
RRF1	2	354341	356448	1
PF3D7_0208700	2	356196	358035	1
PF3D7_0208800	2	358084	360086	1
P230p	2	360828	368354	1
P230	2	369351	380156	1
PATPL1	2	380935	384245	1
MTR3	2	384529	386885	1
IspF	2	386930	388236	1
PF3D7_0209400	2	388216	391107	1
PF3D7_0209500	2	391238	392887	1
PF3D7_0209600	2	393969	399286	1
PF3D7_0209700	2	400078	402755	1
UAP56	2	403095	406706	1
PF3D7_0209900	2	407900	408438	0
Sec61-gamma	2	409983	411199	1
RPL37A	2	411419	412963	1
PF3D7_0210200	2	412948	421861	1
PF3D7_0210300	2	422574	425116	1
PF3D7_0210400	2	425599	427108	1
PF3D7_0210500	2	427161	431611	1
CERLI1	2	431716	434231	1
SYN17	2	435985	437173	1
PF3D7_0210800	2	437342	439708	1
PF3D7_0210900	2	441381	443570	1
PF3D7_0211000	2	443824	444608	0
PF3D7_0211100	2	451526	455367	1
RAB5a	2	455265	456900	1
PF3D7_0211300	2	456907	458616	1
KASIII	2	458932	461640	1
PF3D7_0211500	2	463147	467352	1
ALG14	2	467682	468518	1
TKL1	2	469408	474167	1
AsnRS	2	475109	477618	1
PF3D7_0211900	2	477189	479816	1
PF3D7_0212000	2	479683	481854	1
PF3D7_0212100	2	483322	489702	1
PF3D7_0212200	2	489203	491256	1
ERF1	2	491640	495105	1
PF3D7_0212400	2	494337	507898	1
PF3D7_0212500	2	508665	521769	1
SPATR	2	522339	524405	1
PF3D7_0212700	2	524470	526067	1
MATE	2	526387	531923	1
ATEL1	2	532001	534657	1
PF3D7_0213000	2	534659	536945	1
SIS1	2	537390	540199	1
PF3D7_0213200	2	539809	541065	1
PK7	2	540403	543807	1
PF3D7_0213300	2	541071	542094	1
PF3D7_0213500	2	543700	546217	1
PF3D7_0213600	2	546482	555294	1
PF3D7_0213700	2	556774	558250	1
PF3D7_0213800	2	558585	560594	1
PF3D7_0213900	2	560872	565395	1
CCT8	2	565669	568518	1
SEC31	2	568246	573893	1
mRPL13	2	574898	576521	1
PF3D7_0214300	2	577433	586702	1
PF3D7_0214400	2	586717	589640	1
PF3D7_0214500	2	590110	591752	1
STK2	2	593374	600035	1
PF3D7_0214700	2	599425	601740	1
PF3D7_0214800	2	603261	609873	1
RON6	2	609924	616306	1
ACS9	2	615813	621692	1
PF3D7_0215100	2	622029	624953	1
PF3D7_0215200	2	625082	627710	1
ACS8	2	628091	632681	1
PF3D7_0215400	2	634417	639395	1
PF3D7_0215500	2	639847	643411	1
PF3D7_0215600	2	642807	644902	1
RPB2	2	645368	650460	1
ORC5	2	650472	653693	1
DHHC11	2	654918	656840	1
PF3D7_0216000	2	657770	664734	1
PF3D7_0216100	2	664805	668532	1
PF3D7_0216200	2	668745	670058	1
PF3D7_0216300	2	670210	675095	1
VPS45	2	675368	678010	1
PF3D7_0216500	2	678050	685025	1
PF3D7_0216600	2	685475	689382	1
ATG11	2	689543	695989	1
PF3D7_0216800	2	695848	699564	1
PF3D7_0216900	2	701245	702894	1
PF3D7_0217000	2	703060	706862	1
PF3D7_0217100	2	707101	709839	1
PF3D7_0217200	2	709474	715607	1
AP2S	2	715609	716549	1
PF3D7_0217400	2	717227	719177	1
CDPK1	2	719266	723617	1
PF3D7_0217600	2	723183	730639	1
PF3D7_0217700	2	731101	733231	1
RPS26	2	733477	734855	1
PF3D7_0217900	2	734887	738046	1
RFC2	2	738216	740285	1
PF3D7_0218100	2	740884	742775	1
PF3D7_0218200	2	742842	746913	1
PF3D7_0218300	2	747303	749586	1
DDX47	2	749749	751772	1
SNRPD2	2	752461	754956	1
PF3D7_0218600	2	755057	763428	1
PRP45	2	762841	765517	1
PF3D7_0218800	2	766390	767015	0
PF3D7_0218900	2	767584	767743	0
PF3D7_0219000	2	767977	768058	0
PF3D7_0219100	2	769194	771126	1
RPS30	2	771928	773349	1
PF3D7_0219300	2	773171	774191	1
PF3D7_0219400	2	774447	776838	1
PF3D7_0219500	2	776418	778478	1
RFC1	2	778816	782444	1
GEXP20	2	783271	784917	1
PF3D7_0219800	2	786298	790454	1
PF3D7_0219900	2	790390	792432	1
LSA3	2	794978	801981	1
PF3D7_0220100	2	803384	807811	1
PF3D7_0220200	2	809073	812695	1
PF3D7_0220300	2	812892	815853	1
PF3D7_0220400	2	820429	822541	0
PF3D7_0220500	2	823293	825588	1
PF3D7_0220600	2	830123	833035	1
PF3D7_0220700	2	833056	834963	1
CLAG2	2	838594	844668	1
PF3D7_0220900	2	845600	846375	0
PF3D7_0221000	2	848092	849119	1
PF3D7_0221100	2	851052	851962	0
PF3D7_0221200	2	853607	856315	1
PF3D7_0221300	2	857567	858675	0
PF3D7_0221400	2	860466	861504	1
PF3D7_0221500	2	863079	863842	0
PF3D7_0221600	2	865916	866538	0
PF3D7_0221650	2	866843	867511	0
PF3D7_0221700	2	868884	871778	1
PF3D7_0221800	2	871835	873795	1
PF3D7_0221900	2	873917	875178	0
PF3D7_0222800	2	899430	900445	1
PF3D7_0223300	2	909350	911054	1
PF3D7_0300400	3	52280	53273	1
PF3D7_0300600	3	58307	58519	1
PF3D7_0300900	3	67870	68761	1
ACS2	3	69460	71919	1
PF3D7_0301100	3	76494	77474	1
FIKK3	3	78154	81283	1
EH1	3	81939	84290	1
PF3D7_0301400	3	85289	86678	1
PF3D7_0301500	3	87480	90921	1
GEXP21	3	91001	94089	1
PF3D7_0301700	3	95216	99115	1
PF3D7_0301800	3	103118	105748	1
PF3D7_0301900	3	105433	107500	1
PRP46	3	107622	110309	1
SRPK1	3	112158	118863	1
CLAG3.2	3	119098	124924	1
PF3D7_0302300	3	125687	130112	0
PF3D7_0302400	3	132332	133502	0
CLAG3.1	3	134486	141185	1
ABCB4	3	141335	146155	1
PF3D7_0302700	3	146052	147270	1
PF3D7_0302800	3	147724	150348	1
PF3D7_0302900	3	151935	158150	1
NSF	3	159315	161740	1
PF3D7_0303100	3	161748	168348	1
PF3D7_0303200	3	168679	174837	1
RPB6	3	174382	176798	1
DHHC1	3	177446	181753	1
PF3D7_0303500	3	182267	189424	1
Plrx	3	189682	190816	1
BCKDH-E2	3	191168	193072	1
PF3D7_0303800	3	193499	196492	1
PF3D7_0303900	3	196570	197601	1
IMC1a	3	198542	201584	1
IMC1e	3	203251	206328	1
EHD	3	206611	208959	1
PF3D7_0304300	3	211970	217021	1
RPL44	3	217059	218992	1
GLP1	3	218780	220345	1
CSP	3	221112	223145	1
PF3D7_0304700	3	224160	225793	1
PF3D7_0304800	3	226915	231648	1
PF3D7_0304900	3	231447	232745	1
EF-Ts	3	233621	235461	1
PF3D7_0305100	3	236334	248270	1
PF3D7_0305200	3	250163	255153	1
PF3D7_0305300	3	255187	259495	1
PF3D7_0305400	3	259959	261372	1
PF3D7_0305500	3	261400	274210	1
APE1	3	274618	277999	1
PF3D7_0305700	3	278771	280588	1
PF3D7_0305800	3	281916	285260	1
PF3D7_0305900	3	285291	286154	1
QCR8	3	286241	287345	1
PF3D7_0306100	3	287946	291323	1
AHA1	3	291924	295013	1
GRX1	3	294566	297773	1
PF3D7_0306400	3	297490	300880	1
COX6C	3	300489	302223	1
ATPTG17	3	302501	303423	1
EMC5	3	303434	305619	1
CCT2	3	305320	308017	1
PF3D7_0306900	3	309572	312482	1
PF3D7_0307000	3	311223	311382	0
RPS12	3	312534	313923	1
PF3D7_0307200	3	314714	316835	1
EB1	3	318804	320336	1
ClpP	3	320628	322215	1
SKA2	3	322589	325397	1
PF3D7_0307600	3	325654	328649	1
PF3D7_0307700	3	328477	336120	1
PF3D7_0307800	3	336191	339907	1
PF3D7_0307900	3	339591	352137	1
PF3D7_0308000	3	353058	355573	1
PF3D7_0308100	3	355867	361936	1
CCT7	3	361623	365130	1
PIC4	3	365177	366948	1
PF3D7_0308400	3	368572	368690	0
PF3D7_0308500	3	369925	371806	1
PRPF19	3	371933	374911	1
PF3D7_0308700	3	375388	377772	1
PF3D7_0308800	3	377774	378857	1
SF3B1	3	378896	383721	1
YVH1	3	383878	387313	1
OMD	3	386977	388538	1
ARK2	3	388943	396419	1
PF3D7_0309300	3	397397	401232	1
PF3D7_0309400	3	401458	401576	0
AS	3	401933	405904	1
PfP2	3	406534	408869	1
SBP2	3	409102	410928	1
YTH2	3	411588	414117	1
PF3D7_0309900	3	414206	419975	1
PF3D7_0310000	3	420417	421877	1
CDPK3	3	422379	424680	1
PF3D7_0310200	3	426151	441005	1
PF3D7_0310300	3	441760	447410	1
PIESP1	3	447468	451552	1
DHX57	3	451792	459726	1
EIF3K	3	460848	462532	1
TRAPPC4	3	462750	464274	1
PF3D7_0310800	3	464662	465196	1
PF3D7_0310900	3	465745	468557	1
PF3D7_0311000	3	469287	470118	1
PF3D7_0311100	3	470535	473737	1
PF3D7_0311200	3	473860	479395	1
PF3D7_0311300	3	479460	485830	1
PKRP	3	487853	496510	1
PF3D7_0311500	3	496787	498268	1
OST1	3	499117	502677	1
PM6	3	502698	505935	1
PF3D7_0311800	3	506275	509040	1
PF3D7_0311900	3	509155	512024	1
PF3D7_0312000	3	511923	513009	1
PF3D7_0312100	3	513105	516915	1
PF3D7_0312200	3	516480	520555	1
RPN12	3	521939	523113	1
GSK3	3	523023	528087	1
MFR3	3	528316	531025	1
PF3D7_0312600	3	531213	531289	0
PF3D7_0312700	3	531898	531973	0
PF3D7_0312800	3	533606	535480	1
PF3D7_0312900	3	535938	537274	1
PF3D7_0313000	3	537355	538827	1
PF3D7_0313200	3	543010	543942	1
PF3D7_0313300	3	544055	545227	1
PF3D7_0313400	3	545589	548500	1
PfG	3	548576	551854	1
PF3D7_0313600	3	551348	554770	1
PF3D7_0313700	3	555035	558825	1
PF3D7_0313800	3	559025	563280	1
PF3D7_0313900	3	562366	565656	1
PF3D7_0314000	3	567002	569084	1
PF3D7_0314100	3	568936	571598	1
PF3D7_0314200	3	572134	576853	1
DER1-2	3	576881	578724	1
PPP6	3	578813	581393	1
PF3D7_0314500	3	582177	586023	1
PF3D7_0314600	3	586077	588321	1
RNF1	3	588362	594166	1
PF3D7_0314800	3	604442	608381	1
PF3D7_0314900	3	608592	610992	1
PF3D7_0315000	3	610994	612107	1
eIF4E	3	612333	614159	1
CTRP	3	616472	622816	1
PF3D7_0315300	3	623446	630360	1
PF3D7_0315400	3	630342	631821	1
PF3D7_0315500	3	632614	634164	1
PF3D7_0315600	3	635060	638072	1
PF3D7_0315700	3	638283	641306	1
PF3D7_0315800	3	641255	643023	1
PF3D7_0315900	3	644186	645268	1
MA	3	645489	647748	1
PF3D7_0316100	3	647361	649671	1
PF3D7_0316200	3	649743	657416	1
PPase	3	658272	661980	1
PF3D7_0316400	3	662081	665690	1
NUF2	3	665769	669165	1
FNT	3	668469	672475	1
YOP1	3	673290	676084	1
PF3D7_0316800	3	676699	679176	1
PF3D7_0316900	3	678813	681861	1
PF3D7_0317000	3	682236	684432	1
B9	3	686282	689482	1
CRK4	3	689618	696787	1
PF3D7_0317300	3	698789	710430	1
PF3D7_0317400	3	711998	714150	1
EG5	3	716493	722640	1
RPS11	3	724394	726450	1
PF3D7_0317700	3	727544	738158	1
PF3D7_0317800	3	737151	739019	1
PF3D7_0317900	3	739193	742054	1
PF3D7_0318000	3	742191	742799	1
STOML	3	743870	745191	1
RPB1	3	747275	756485	1
PF3D7_0318300	3	756194	760677	1
PF3D7_0318400	3	761693	765439	1
PF3D7_0318500	3	766814	782795	1
PF3D7_0318600	3	782940	787364	1
PF3D7_0318700	3	788145	789211	1
PF3D7_0318800	3	789497	791504	1
PF3D7_0318900	3	791312	794096	1
ATPase7	3	794521	801871	1
RBX1	3	801493	803378	1
CCR4-4	3	803517	806736	1
PF3D7_0319300	3	806843	808202	1
PF3D7_0319400	3	809093	814903	1
PF3D7_0319500	3	815119	817437	1
EF-1delta	3	817542	819496	1
ABCI3	3	820232	831283	1
PF3D7_0319800	3	831076	832509	1
PF3D7_0319900	3	833687	835444	1
I2	3	837189	838557	1
SEC22	3	839576	842017	1
PF3D7_0320200	3	842496	844477	1
CCT5	3	844881	848142	1
Cap380	3	848247	857504	1
Nico	3	860221	862776	1
PF3D7_0320600	3	862233	864181	1
DOZI	3	869089	872456	1
H2A.Z	3	874313	876685	1
PF3D7_0321000	3	877409	879789	1
PF3D7_0321100	3	879438	885952	1
ALG7	3	886593	889386	1
PF3D7_0321300	3	889611	893080	1
pPK1	3	894149	896220	1
PF3D7_0321500	3	896241	900388	1
DDX42	3	900508	903759	1
PF3D7_0321700	3	903127	910678	1
PF3D7_0321800	3	912017	921435	1
CARL	3	921776	928618	1
CYP19A	3	928124	929640	1
Prt1	3	930302	933014	1
PF3D7_0322200	3	933188	937006	1
DGAT	3	937293	941851	1
PF3D7_0322400	3	942090	945625	1
IscA2	3	945333	946889	1
PF3D7_0322600	3	948374	952693	1
PF3D7_0322700	3	952746	963144	1
PF3D7_0322800	3	964101	965203	1
RPS3A	3	965293	967150	1
TMA7	3	968067	969942	1
PF3D7_0323100	3	969875	976203	1
PF3D7_0323200	3	976846	978520	1
PF3D7_0323300	3	978970	980271	1
RIPR	3	980289	984435	1
SMN	3	985953	988161	1
PF3D7_0323600	3	988165	991120	1
SART1	3	991037	994381	1
PF3D7_0323800	3	995923	1001997	1
PF3D7_0324600	3	1021998	1023008	1
PF3D7_0400200	4	38955	40154	0
PF3D7_0400600	4	61411	61489	0
PF3D7_0400800	4	66601	67573	1
PF3D7_0401100	4	76033	76245	1
PF3D7_0401500	4	89153	90184	0
PF3D7_0401700	4	100684	102110	0
PfD80	4	103078	106145	1
ACS6	4	108357	111662	1
PF3D7_0402000	4	113655	116953	1
PF3D7_0402100	4	123068	125848	1
SURF4.1	4	127712	134468	0
RH1	4	137006	147177	1
GEXP18	4	146710	149188	1
PF3D7_0402600	4	159279	160314	1
PF3D7_0402800	4	167245	171985	0
PF3D7_0402900	4	172256	173440	1
PF3D7_0403000	4	174829	174902	0
PF3D7_0403100	4	175003	177360	1
PF3D7_0403200	4	177783	181051	1
PF3D7_0403300	4	180345	181808	1
PF3D7_0403400	4	181969	194734	1
PF3D7_0403500	4	195272	196988	1
PF3D7_0403600	4	197685	202175	1
CLF1	4	205531	209494	1
PF3D7_0403800	4	209977	216599	1
SET8	4	218611	222971	1
PF3D7_0404000	4	223010	224364	1
PF3D7_0404200	4	232342	233735	1
PF3D7_0404300	4	233990	237708	1
P36	4	238360	239499	1
P52	4	240911	242347	1
PF3D7_0404600	4	244986	260286	1
DPAP3	4	259944	263782	1
PF3D7_0404800	4	264062	266503	1
P41	4	266566	268913	1
DDX51	4	268919	271537	1
SEC24B	4	271572	277979	1
MAg-1	4	277684	281983	1
LISP2	4	282403	288297	1
PRPF8	4	290361	301167	1
PF3D7_0405500	4	301259	302267	1
PF3D7_0405600	4	302892	305696	1
PF3D7_0405700	4	305485	313556	1
PF3D7_0405800	4	315105	315919	1
ASP	4	315974	319564	1
PF3D7_0406000	4	320299	322945	1
PF3D7_0406100	4	322950	325688	1
Pfs16	4	328473	330639	1
cGLO2	4	331524	334219	1
PF3D7_0406500	4	333546	345127	1
PF3D7_0406600	4	346308	346727	1
PF3D7_0406700	4	347345	352121	1
PF3D7_0406800	4	351527	353137	1
PF3D7_0406900	4	353655	359878	1
PF3D7_0407000	4	360382	361906	1
PF3D7_0407100	4	361974	364336	1
PTH2	4	363313	365044	1
PF3D7_0407300	4	365916	367353	1
PF3D7_0407400	4	367527	368741	1
PF3D7_0407500	4	369885	371270	1
PF3D7_0407600	4	373039	376677	1
PF3D7_0407700	4	376962	383799	1
CINCH	4	384240	391362	1
PF3D7_0407900	4	390866	394044	1
PF3D7_0408000	4	394047	394714	1
PF3D7_0408100	4	396410	401290	1
PF3D7_0408200	4	401320	403441	1
ZRANB2	4	403032	405486	1
PF3D7_0408400	4	405513	408243	1
FEN1	4	408485	411102	1
SIAP1	4	413403	416357	1
PLP1	4	417372	420824	1
PF3D7_0408800	4	422011	422958	1
PF3D7_0409000	4	427283	435517	1
PRPF31	4	435640	438373	1
SOF1	4	438826	440791	1
PF3D7_0409300	4	440536	445079	1
DnaJ	4	445327	448141	1
PF3D7_0409500	4	448569	450669	1
RPA1	4	451590	456137	1
RF2	4	456470	458157	1
PF3D7_0409800	4	458379	462772	1
ALP5b	4	461577	464007	1
EVP1	4	464039	468171	1
PF3D7_0410100	4	469218	469299	0
PF3D7_0410200	4	469858	469930	0
PPM1	4	470021	473920	1
RRP4	4	474132	475694	1
PF3D7_0410500	4	475944	476585	1
ATRP	4	478964	481141	1
RbgA	4	480653	485264	1
PF3D7_0410800	4	484937	489959	1
PF3D7_0410900	4	490388	494260	1
PF3D7_0411000	4	498831	503922	1
MED8	4	504413	505095	1
PF3D7_0411200	4	505544	509792	1
PF3D7_0411300	4	510180	512923	1
PF3D7_0411400	4	513083	517579	1
PF3D7_0411500	4	517722	517793	0
PF3D7_0411600	4	518154	518225	0
PF3D7_0411700	4	518685	519101	1
PF3D7_0411800	4	519261	526401	1
PF3D7_0411900	4	527408	535614	1
PF3D7_0412000	4	536310	540069	1
mtRPS12	4	539768	541690	1
PF3D7_0412200	4	541759	543070	1
PF3D7_0412300	4	543378	545746	1
PF3D7_0412500	4	557456	557590	0
PF3D7_0412800	4	573285	573419	0
PF3D7_0413000	4	588424	588558	0
PGM2	4	615161	616685	1
RPT3	4	616407	618468	1
PF3D7_0413700	4	619189	621405	1
PF3D7_0413800	4	621595	622959	1
USP13	4	622894	626416	1
SMC3	4	626435	633382	1
PF3D7_0414100	4	633501	639156	1
PF3D7_0414200	4	646996	648777	1
PF3D7_0414300	4	649273	650954	1
PF3D7_0414400	4	652350	653554	1
PF3D7_0414500	4	654179	657778	1
APH	4	658117	659834	1
PF3D7_0414700	4	660048	663084	1
PF3D7_0414800	4	663115	664901	1
ARO	4	665765	668508	1
PF3D7_0415000	4	668291	669784	1
PF3D7_0415100	4	670824	672750	1
PF3D7_0415200	4	672035	679718	1
CRK3	4	681263	686296	1
PF3D7_0415400	4	686017	687474	1
CBP20	4	688057	689439	1
GAK	4	689248	690639	1
PF3D7_0415700	4	690721	692635	1
PF3D7_0415800	4	693250	696792	1
PF3D7_0415900	4	697475	700443	1
PF3D7_0416000	4	700633	705339	1
GATA	4	706094	709615	1
PF3D7_0416200	4	708854	710099	1
MCM9	4	710117	715849	1
HAT1	4	717422	723139	1
MAF1	4	722433	724446	1
PHBL	4	724910	727410	1
PF3D7_0416700	4	727456	728891	1
SAR1	4	729587	731615	1
PF3D7_0416900	4	732052	740562	1
PF3D7_0417000	4	741816	743452	1
PUF2	4	743611	745637	1
DHFR-TS	4	747897	750065	1
PF3D7_0417300	4	750307	753786	1
PF3D7_0417400	4	755176	777060	1
PF3D7_0417500	4	776801	779987	1
PF3D7_0417600	4	780243	783375	1
PF3D7_0417700	4	784194	786430	1
CRK1	4	786700	790000	1
PF3D7_0417900	4	790709	793086	1
PF3D7_0418000	4	793749	810923	1
SOC1	4	810171	815760	1
EIF3M	4	816141	818999	1
PF3D7_0418300	4	819175	826740	1
PF3D7_0418400	4	829728	830676	1
BET3	4	830766	832555	1
PF3D7_0418600	4	833620	840678	1
PF3D7_0418700	4	840757	843217	1
PF3D7_0418800	4	843562	845169	1
PF3D7_0418900	4	846888	849541	1
PF3D7_0419000	4	849793	852242	1
PF3D7_0419100	4	852453	854447	1
PF3D7_0419300	4	854488	857207	1
GOT1	4	854493	855667	1
PF3D7_0419400	4	857875	866312	1
PF3D7_0419500	4	866388	869784	1
RANBP1	4	869788	872102	1
Pf34	4	872600	875321	1
PF3D7_0419800	4	874705	876464	1
PF3D7_0419900	4	876213	894383	1
PF3D7_0420000	4	893948	906047	1
RIO2	4	906263	909398	1
ACPS	4	909409	912119	1
RRF2	4	929219	930280	1
PF3D7_0420500	4	930314	931842	1
PF3D7_0420600	4	932373	934499	1
PF3D7_0420800	4	944951	945085	0
PF3D7_0421000	4	956849	956983	0
PF3D7_0421400	4	979914	980048	0
PF3D7_0421700	4	987842	994360	1
PF3D7_0421800	4	995998	996252	1
PF3D7_0421900	4	997240	997455	1
PF3D7_0422000	4	997886	1000908	1
PF3D7_0422100	4	1001207	1003506	1
PF3D7_0422200	4	1003768	1018837	1
PF3D7_0422300	4	1020961	1025057	1
RPS19	4	1025510	1027735	1
BRR2	4	1029062	1038336	1
PF3D7_0422600	4	1038409	1039295	1
EIF4A3	4	1039634	1041812	1
SR12	4	1042564	1044896	1
PF3D7_0422900	4	1045301	1046988	1
